id_cpte,lag_pay1,lag_pay2,lag_pay3,lag_pay4,lag_pay5,lag_pay6,lag_pay7,lag_pay8,lag_pay9,lag_pay10,lag_pay11,lag_pay12,lag_pay13,delqcycle1,delqcycle2,delqcycle3,delqcycle4,delqcycle5,delqcycle6,delqcycle7,delqcycle8,delqcycle9,delqcycle10,delqcycle11,delqcycle12,delqcycle13,avg_balance,avg_cashbalance,creditlimit_max,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,default,date,num,avg_pay,total_reversal,total_exceed,no_obs
53218792,30,30,2,2,-16,7,1,-13,7,13,9,-17,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,5481.0146,0,7300,19,18,20,14,17,20,18,18,21,15,20,21,15,0,20789,130,325.70508,0,0,1
53227661,30,30,-21,30,1,30,-26,-24,-18,-21,2,30,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.0378,0,6200,28,29,26,26,29,29,28,26,26,23,26,25,26,0,20058,12,923.03418,0,0,1
53230718,30,30,23,22,23,16,13,16,30,1,3,6,21,0,0,0,0,0,0,0,0,0,0,1,0,0,4862.0156,87.697861,5000,5,2,5,4,5,7,3,7,4,1,8,6,4,0,20789,14,315.13571,0,0,1
53232689,30,30,-11,-8,-2,-10,-11,-21,3,-13,-27,-20,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,16906.018,0,16500,24,21,23,21,21,23,26,24,23,21,28,25,23,1,20423,26,617.09656,0,0,1
53245467,30,30,9,-10,30,-8,8,6,-11,-5,-15,-7,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.1449,0,8500,20,15,20,17,18,17,15,15,20,14,17,18,18,0,19328,24,545.41626,0,0,1
53265052,30,30,-11,-23,-5,-14,-5,-5,-10,-11,-9,-6,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1886.965,0,10100,22,21,23,23,20,26,22,20,23,23,24,23,22,0,19693,29,694.01514,0,0,1
53267653,30,30,7,1,30,1,6,5,1,7,-3,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,414.41855,0,10300,18,12,15,15,15,12,16,13,16,15,17,15,17,0,19328,15,625.96936,0,0,1
53271661,30,30,2,7,-6,2,21,-4,-6,6,-4,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,530.74713,1.4285715,500,14,9,12,12,9,14,9,11,15,11,14,12,11,1,20423,18,56.561665,0,19,0
53281722,30,30,1,1,-1,0,-16,-12,-21,-2,1,-28,-15,0,0,0,0,0,0,0,1,1,0,1,0,1,1110.2286,31.227858,1200,28,30,29,23,29,25,28,30,25,27,27,29,26,1,20789,27,277.44998,0,7,0
53281977,30,30,-10,-8,-2,3,8,-11,-3,0,11,-15,9,0,0,0,0,0,0,0,0,0,0,0,0,1,19497.363,0,18900,15,16,18,15,15,16,13,15,18,12,14,18,17,0,19328,46,251.87935,0,0,1
53285918,30,3,-7,-4,-8,-14,-17,-23,-16,-8,-13,-19,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,2609.0559,0,2600,27,26,25,24,26,25,28,27,28,24,29,26,26,1,19328,43,775.38397,0,0,1
53286010,30,30,3,15,30,30,-5,30,-9,-4,13,-8,4,0,0,1,0,0,1,0,0,0,0,1,0,0,2718.8301,598.35071,5400,15,16,16,13,16,16,13,12,19,13,13,19,17,0,19328,12,752.48663,0,0,1
53292868,30,30,-12,0,-24,-27,-27,-15,30,-16,-25,-15,30,0,0,0,0,0,0,0,0,0,1,1,0,1,1187.6014,0,2800,26,25,24,23,28,28,27,25,24,26,28,27,26,1,20423,14,295.50357,0,0,0
53297549,30,30,30,19,21,24,22,18,21,21,22,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1444.7142,0,9100,0,-1,2,2,-1,-2,2,1,2,1,2,4,-1,0,20789,12,1627.6742,0,0,1
53298616,30,30,30,18,13,12,13,9,12,13,14,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,751.92999,0,4700,13,7,13,7,11,13,12,11,10,7,10,11,7,0,19693,10,1041.578,0,0,0
53319242,30,30,-13,-22,-19,-14,-6,-12,-25,-4,-6,-9,30,1,2,0,0,0,0,0,0,0,0,0,0,1,1210.6964,126.455,1200,25,29,25,26,30,25,31,27,29,27,30,28,29,1,20058,41,199.02513,0,45,0
53323269,30,30,-8,10,-4,14,2,-5,-6,17,8,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3797.1021,0,10100,13,9,11,9,8,13,9,11,14,12,14,12,11,0,20058,19,492.6842,0,0,1
53348185,30,30,-16,-13,-23,-14,-28,-20,-6,0,-14,-21,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,667.45502,0,2300,25,26,25,27,30,25,31,27,28,23,27,29,30,0,20058,12,659.06,0,0,0
53348370,30,30,-5,6,14,-3,-9,8,-1,16,6,-10,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,6632.0562,141.55856,10100,16,16,19,14,14,16,18,16,20,13,19,19,14,0,19328,25,289.92001,0,0,1
53352215,30,30,-17,2,-3,-6,4,3,-2,-1,-17,-15,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.1616,0,3000,18,15,22,15,18,17,19,17,19,16,18,19,22,0,19693,18,133.02499,0,0,1
53354883,30,30,-10,1,13,20,16,7,-6,-2,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1531.2008,0,12200,13,7,11,7,11,9,8,10,11,10,11,11,10,0,20789,17,810.52942,0,0,1
53359250,30,30,28,24,11,3,6,2,1,3,8,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,696.85358,0,13000,3,1,1,2,-1,-2,-1,2,5,2,-1,0,1,0,19328,23,934.04126,0,3,0
53387974,30,30,4,-4,-3,12,3,7,-1,13,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,250.50215,0,800,10,9,15,11,12,14,10,10,15,11,12,14,14,1,20423,30,118.95467,0,0,1
53391644,30,30,-12,-2,-11,-3,-12,-14,-13,-3,-4,-12,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,476.71286,0,3100,24,26,24,23,25,25,25,25,25,26,26,27,26,0,19328,12,518.04254,0,2,0
53401967,30,30,6,-7,-21,-23,-23,-8,-19,-17,-10,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.3837,107.49214,5100,24,29,24,26,29,25,25,29,24,23,26,27,25,0,20789,108,311.99667,0,0,1
53420363,30,30,4,-5,14,17,23,30,14,18,18,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,6504.7344,11.798571,7500,2,5,8,5,4,7,2,3,4,4,4,6,4,1,19693,17,657.27002,0,0,1
53426444,30,30,23,14,31,11,16,10,30,30,4,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,194.62929,11.557143,5200,2,2,4,-1,-1,1,0,-2,4,-2,2,1,2,0,20423,31,109.08451,0,0,1
53429432,30,30,-6,13,9,-8,20,14,-6,8,-9,-8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4129.2241,0,5300,8,9,9,10,6,9,8,6,10,7,13,13,7,0,19328,39,361.28717,0,0,1
53429995,30,30,-8,-1,-8,-4,-4,-6,-6,-8,-9,-5,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,884.10931,0,10100,19,17,17,14,16,16,17,16,20,17,20,16,18,0,20058,12,854.84161,0,0,1
53430645,30,30,6,-17,7,-20,0,0,-12,-12,-16,-24,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,15026.081,1.7085714,21100,27,22,23,21,22,26,26,25,24,22,25,28,26,0,20423,89,458.70505,0,0,1
53430770,30,30,-11,6,1,-10,11,-2,-14,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.495,122.77285,2100,17,12,16,12,15,12,13,12,19,16,14,15,16,1,19693,15,387.04669,0,0,1
53430812,30,30,22,14,3,5,24,26,24,25,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2312.0022,0,19200,0,-1,4,-1,-1,1,3,2,5,-2,-2,1,-2,0,20058,55,500.56873,0,0,1
53430828,30,30,-2,27,7,24,13,5,-1,-2,2,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,47.722141,0,800,3,-1,4,-1,1,2,3,-2,1,2,-1,4,-2,0,20423,18,112.50111,0,0,1
53443510,30,30,8,-10,30,-20,-3,0,-8,13,-9,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,865.02142,0,1600,20,18,18,20,18,21,20,18,18,17,22,25,23,0,20058,31,475.56033,0,0,0
53449344,30,30,18,-6,3,-2,3,5,-2,30,16,-15,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,2385.2056,1181.7628,3700,11,12,12,8,12,11,13,14,14,8,11,15,15,0,19693,21,755.2381,0,0,0
53468315,30,30,7,4,5,1,2,4,2,9,1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,304.42142,0,7200,10,7,9,9,6,12,8,10,13,7,12,12,7,0,20058,13,252.05615,0,0,1
53472151,30,30,-10,-5,-4,-16,-12,-16,-12,-9,-14,-17,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,8864.6611,0,20600,18,18,21,15,19,21,20,20,18,15,22,22,18,0,20789,12,287.33334,0,0,1
53481195,30,30,-13,0,-3,10,5,2,-4,5,-14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,491.68716,0,2000,20,22,21,17,22,19,17,21,22,16,22,22,22,0,20423,25,245.57961,0,0,0
53521219,30,30,-7,-7,-5,23,21,30,-6,21,30,-6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,721.46075,0,20200,10,5,8,9,8,6,9,5,11,8,9,9,9,0,20789,13,666.32001,0,0,1
53524547,30,24,19,30,27,30,-2,30,14,23,30,-3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1697.903,42.986427,12200,6,5,7,5,2,7,2,4,5,4,4,4,5,0,20789,13,1745.4132,0,0,1
53526587,30,30,-12,-9,-17,-4,-6,-6,-10,-8,-7,-7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,3316.6836,0,10200,19,18,21,17,17,16,16,17,20,14,21,18,15,0,20423,20,1975.5494,0,0,1
53530314,30,30,-3,-2,-6,-1,-2,-8,-3,-2,-8,-2,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,2272.5315,0,17200,23,29,24,25,29,24,27,28,28,25,25,24,29,0,20058,12,2087.655,0,0,1
53534983,30,30,-4,30,30,-13,-8,30,-1,30,-19,30,-19,1,0,0,0,1,0,0,1,2,0,0,1,0,184.78857,0,600,21,19,18,16,18,18,18,22,21,16,19,24,20,0,20058,9,300.56,0,1,0
53538530,30,30,30,-15,30,30,-24,30,-25,-24,30,4,30,0,0,1,0,0,1,0,1,0,0,1,2,0,1119.1378,0,8700,24,24,26,24,25,26,27,28,27,25,24,25,26,0,19328,6,1029.405,0,0,1
53541765,30,21,15,-2,-7,16,5,11,8,7,-4,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,285.83572,0,1200,12,7,14,11,11,13,9,10,13,8,11,14,10,0,20058,48,228.38812,0,0,0
53542897,30,30,30,30,14,4,26,30,3,7,18,21,30,0,0,0,1,2,0,0,0,1,0,0,0,0,1103.4442,255.82643,4500,4,2,5,2,2,4,1,-1,2,3,3,1,0,1,19328,8,203.88251,0,0,1
53545081,30,30,-18,-3,-14,-9,-8,-17,-8,-13,-9,-1,-3,0,0,0,0,0,0,0,0,0,0,1,1,1,4395.6436,69.746429,5300,18,18,18,16,15,18,19,20,19,16,21,18,18,1,20423,21,326.3457,0,14,0
53552908,30,30,-3,-6,-4,18,14,14,14,8,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2066.4536,0,2300,7,8,11,9,5,9,10,6,8,8,10,11,6,0,20423,14,319.59427,0,0,0
53554437,30,30,-7,1,-7,-7,-7,-12,-7,-6,-13,-6,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,2167.2756,0,14100,11,9,11,8,12,14,10,13,15,11,14,14,15,0,19693,12,2113.2234,0,0,1
53562209,30,30,-21,-15,-17,-19,-16,-16,-15,-11,-19,-18,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,828.47644,0,1000,27,24,26,21,21,27,23,27,24,21,25,24,22,0,20058,12,114.22334,0,0,0
53563175,30,30,24,20,27,17,5,17,25,11,14,4,13,0,0,1,0,0,0,0,0,0,0,0,0,1,3952.5371,1403.9323,4700,2,2,2,1,2,-2,-1,1,1,-2,-1,0,1,0,20423,37,1038.3889,0,3,0
53584921,30,30,7,26,2,26,30,8,21,7,22,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,68.361427,0,900,3,2,2,-1,-1,1,1,3,2,2,-1,4,0,0,20423,19,151.38684,0,0,1
53592037,30,30,-10,-5,-6,-1,-10,-11,-13,-11,-9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,741.33215,0,4100,26,23,25,20,24,23,23,24,26,24,24,26,22,0,19693,24,415.53873,0,0,0
53600657,30,30,13,6,-1,-9,2,-17,-14,7,-16,-12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,508.2243,0,6600,20,17,17,15,18,19,16,18,18,18,20,17,19,0,20789,28,757.72894,0,0,1
53610206,30,30,30,30,-8,-9,30,30,30,-4,-11,-14,30,0,0,0,0,0,0,0,0,0,0,0,0,1,2682.0056,18.874285,13600,24,29,25,24,26,26,31,27,25,23,30,26,27,1,19328,5,58.779999,0,0,1
53620903,30,30,15,7,24,8,7,29,7,10,20,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,698.59216,7.0999999,2600,2,1,1,-1,1,-1,2,-2,5,2,1,1,-2,0,19693,37,271.18649,0,0,0
53623299,30,7,0,4,7,30,-19,-23,-22,30,-20,30,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,330.39285,8.9021425,500,26,21,25,23,23,22,22,24,23,23,26,26,24,0,19693,13,264.91769,0,0,0
53633447,30,30,-24,30,-17,30,-19,30,-21,-12,-16,-12,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,305.30289,0,5400,22,23,25,23,20,26,26,21,26,21,26,24,25,0,20789,10,389.23199,0,0,0
53646797,30,30,-1,-9,-15,-10,8,-14,-20,30,-14,-3,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,2562.6094,35.077141,3000,22,21,19,22,19,22,22,22,20,20,20,22,21,1,20789,18,372.82947,0,0,1
53665431,30,30,14,17,24,-6,20,-1,18,23,30,-7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,629.51282,.14857142,9900,6,8,8,9,5,6,9,5,11,6,7,11,9,0,20423,17,500.45944,0,0,0
53669043,30,30,-8,-8,-10,-5,-11,-6,-4,-10,-14,-10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,934.01428,0,10200,24,21,27,25,24,23,24,24,23,25,28,24,22,0,19328,12,731.66669,0,0,1
53684035,30,30,12,30,4,17,30,10,12,4,-9,23,30,0,0,1,0,1,0,0,1,0,0,0,0,0,504.92072,51.94286,500,6,8,9,6,8,5,6,7,8,5,9,7,4,1,20789,11,251.67271,0,78,0
53685953,30,30,26,21,27,26,20,28,20,23,26,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,395.23785,0,6600,3,-2,4,1,-1,2,3,-1,5,-1,-1,1,-1,0,19328,12,374.11584,0,0,1
53690183,30,17,-3,9,10,17,13,-5,7,0,10,-1,-15,1,0,0,0,0,0,0,0,0,0,0,0,0,558.75214,79.521431,1200,14,11,12,11,11,10,10,13,12,9,12,15,15,1,20423,49,209.41919,0,1,0
53696562,30,21,13,19,14,8,0,19,-5,0,15,14,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,372.40143,0,600,4,8,9,5,8,4,3,7,8,2,5,5,7,0,19328,36,173.82666,0,8,0
53707035,30,30,-5,10,-12,11,5,-20,-13,0,-5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,357.85928,2.8857143,1900,18,16,19,15,19,18,20,21,22,16,19,21,19,0,20789,32,339.30624,0,0,1
53707040,30,30,-1,3,16,7,5,-3,-3,-4,-6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,430.77856,0,4600,19,13,20,14,13,15,15,16,20,16,20,20,14,0,19693,43,329.48792,0,0,1
53707324,30,17,17,30,14,-2,18,16,-12,18,-8,14,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,7138.5181,620.53284,15600,16,12,12,9,15,11,11,12,13,12,15,15,13,0,19693,33,302.2085,0,0,1
53708031,30,30,9,-3,12,-9,-10,5,-10,7,8,-11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4169.0894,1321.2072,15100,20,21,18,20,18,18,17,21,21,16,19,21,22,0,19693,78,581.3045,0,0,1
53711557,30,30,-1,-17,-3,10,30,8,30,-13,-9,-17,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,17855.033,57.299999,22300,20,14,20,18,14,19,16,14,21,15,18,21,18,1,20423,17,843.40942,0,0,1
53713726,30,30,30,30,30,7,12,25,22,13,25,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,219.66214,4.4571428,700,1,3,2,3,3,2,1,-1,3,3,0,1,-1,1,19693,20,163.174,0,0,0
53714665,30,30,-6,-11,-17,-22,-5,-5,-3,1,30,-7,-19,0,0,0,0,0,0,0,0,0,0,1,0,1,2365.1443,130.29572,2700,23,25,27,22,25,24,24,25,24,22,25,28,23,1,19328,57,117.60983,0,0,0
53719630,30,30,10,17,3,10,7,30,8,28,23,6,9,0,0,0,1,0,0,0,0,1,0,0,0,0,567.88141,205.73857,1200,1,-1,3,3,2,5,1,3,2,-1,2,5,3,1,20058,26,295.22153,0,0,1
53727155,30,30,30,7,-5,-10,-13,-9,-6,-11,-4,-11,-8,0,0,1,0,0,0,0,0,0,0,0,0,0,600.70428,1.725,800,25,18,19,19,18,23,22,23,19,23,21,22,24,0,20789,24,44.967915,0,0,0
53727275,30,30,-17,-7,-15,7,6,0,-5,-2,-22,-11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4130.9717,0,4800,25,24,25,20,23,22,22,23,25,21,24,23,25,1,19328,75,373.42572,0,0,1
53734752,30,30,17,13,-3,7,30,30,-7,22,-3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,86.332863,0,6500,5,0,3,1,4,2,2,1,7,4,7,2,0,0,19693,17,327.98529,0,0,0
53734954,30,30,14,11,1,14,21,0,12,-3,-5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.11002,0,5100,4,7,8,6,8,5,4,8,9,3,6,5,7,0,19328,65,455.22614,0,0,1
53739100,30,30,-7,-12,30,-15,5,-2,-13,30,2,9,30,0,0,0,0,1,0,1,0,0,0,0,0,0,85.609291,0,600,23,18,22,17,19,21,20,19,21,17,22,21,20,0,20058,11,236.81818,0,0,0
53739474,30,30,28,27,24,23,27,22,27,25,28,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.1578,0,21700,3,-2,1,-1,1,2,0,2,2,1,-2,3,1,0,20058,12,1472.8517,0,0,1
53751485,30,30,-12,7,12,-3,-6,13,-5,-3,-6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,208.26071,33.775715,1300,16,17,18,17,17,19,19,14,18,18,18,18,15,0,20058,25,281.38919,0,0,1
53752082,30,15,2,9,7,30,-14,-3,3,30,9,30,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1505.8737,0,10700,16,13,19,14,14,19,15,13,19,13,19,19,17,0,20423,12,1646.1733,0,0,1
53763792,30,30,27,23,1,-1,-1,28,15,20,-2,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.3629,0,15300,1,1,3,0,0,3,1,1,7,0,6,3,3,0,20058,23,780.10999,0,0,1
53781240,30,30,-21,8,-11,3,2,-5,5,4,-16,-10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,471.83145,0,6200,17,16,22,16,16,21,16,18,18,18,22,18,21,0,20789,46,223.52675,0,0,1
53787184,30,30,-18,-2,5,-13,-11,-5,-2,-6,-10,-21,30,0,0,0,0,0,0,0,0,0,0,0,0,1,12461.806,90.367859,15000,18,15,21,16,15,17,17,20,22,15,18,21,18,1,19328,64,574.30078,0,0,1
53791496,30,20,-5,-1,6,2,22,-2,-4,21,-1,-9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.8264,39.519287,10100,6,8,12,9,8,9,6,9,12,8,9,12,5,0,19328,70,548.01398,0,0,1
53799589,30,30,9,30,3,30,4,6,23,30,5,30,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1366.3606,0,7300,5,1,7,4,5,3,6,6,7,4,8,7,1,0,20058,13,2563.1233,0,0,1
53816808,30,30,19,16,7,30,23,30,11,15,-6,-2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,97.574287,0,600,5,4,7,5,5,3,5,3,8,5,7,6,1,0,20789,15,226.62933,0,1,0
53816905,30,30,-16,-1,0,30,3,4,-17,14,30,-24,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,459.63858,0,8700,20,22,22,17,21,22,21,21,21,16,23,25,22,0,19693,21,503.3862,0,0,1
53819121,30,30,14,8,12,-3,18,-4,-9,-8,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,394.20712,0,1300,10,10,13,9,9,9,7,7,10,10,10,9,7,0,20789,29,303.91174,0,0,0
53822036,30,30,-11,-1,-2,1,30,-9,-6,30,30,7,30,0,0,0,0,0,0,1,0,0,1,2,3,2,10199.654,1260.9979,11800,18,13,16,12,13,12,17,15,18,12,17,18,13,1,19328,8,458.28125,0,0,1
53830914,30,30,-9,7,14,30,-4,-6,18,30,-8,-8,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,3849.7766,32.965714,4300,10,9,12,12,11,11,9,10,11,12,14,15,12,1,20423,15,407.79868,0,4,0
53836239,30,30,-6,-6,-1,-4,-7,-2,-8,-7,-10,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1484.3342,0,8300,10,10,10,10,6,9,10,6,10,10,13,10,6,0,19328,12,1417.7775,0,0,1
53838193,30,30,-16,30,30,30,-15,-6,-12,-16,-19,-14,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,451.62787,0,5500,26,21,24,22,25,23,27,24,26,25,27,28,25,0,19328,9,589.34888,0,0,0
53854997,30,0,-28,-15,0,-13,-3,-23,0,-14,-29,-16,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.3647,4.3714285,6600,28,29,29,26,29,26,30,27,25,24,30,28,30,0,20423,87,202.38391,0,0,1
53864777,30,30,18,30,1,24,26,26,26,27,30,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,11028.972,1971.1678,16800,2,0,4,0,0,5,4,3,3,0,7,2,1,1,19328,9,288.20001,0,0,1
53868179,30,30,-13,-10,-10,-17,13,-8,-12,-13,-11,-12,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,333.78287,0,8700,17,15,18,17,14,19,15,18,18,14,18,20,19,0,20423,24,177.26459,0,0,1
53903096,30,30,-10,-5,-6,-9,-1,-2,-15,-10,-16,-16,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0872,0,5300,17,15,21,18,17,19,15,18,17,18,20,21,15,0,20423,12,2066.6309,0,0,1
53907928,30,30,-13,-8,-11,-11,-11,-10,-13,-9,-13,-16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,289.84787,0,2000,20,22,22,19,18,19,20,18,22,20,22,24,19,0,20423,12,289.01999,0,0,0
53912587,30,30,16,-12,16,-13,-8,30,30,5,4,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,35.072857,3.0599999,1350,14,11,12,12,8,13,12,11,11,12,11,12,12,0,19328,23,84.793915,0,0,1
53919758,30,3,-4,1,-7,-11,0,-20,-19,-4,-12,-10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,11206.048,84.652855,12300,27,25,23,24,25,24,24,27,24,21,25,24,25,0,20058,43,400.58139,0,0,1
53935809,26,6,7,8,3,30,30,-1,28,4,17,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,366.79846,32.679234,2100,3,3,1,0,2,1,0,6,1,7,5,4,5,0,19328,37,127.25513,0,0,1
53938418,30,30,-7,30,-7,-16,9,30,-20,-9,-9,-16,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,2216.9937,0,11300,17,16,21,15,16,20,19,17,21,16,18,22,22,0,19328,13,2292.2876,0,0,1
53948097,30,30,-8,-9,8,-17,8,-18,-8,-14,7,-11,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,2265.7263,0,3100,20,19,19,19,15,18,17,18,22,15,19,19,22,1,19693,45,433.12378,0,0,1
53951940,30,30,-7,-2,-6,-6,0,-5,-1,1,-7,-3,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,1713.4006,0,9500,20,22,19,17,21,22,18,22,18,17,20,22,22,0,19693,12,1760.4883,0,0,1
53958563,30,30,3,13,11,-9,2,-3,-12,9,10,-16,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,2801.0188,0,15300,14,15,16,9,14,11,11,14,16,10,15,17,15,0,19693,50,559.367,0,0,1
53960073,30,30,-5,0,-8,7,-9,-18,-12,-8,4,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315.0122,0,5100,26,21,25,20,20,22,22,24,23,20,24,27,22,0,19328,25,1053.088,0,0,1
53966599,30,30,-11,-14,-9,-14,-11,-13,-8,-9,-17,-12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,782.8407,0,2500,15,16,17,14,13,19,18,13,16,16,17,20,14,0,20058,13,795.50616,0,0,0
53976415,30,15,3,1,-7,5,-11,-11,-12,8,-6,-6,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,229.00784,59.948574,1300,16,14,16,9,12,14,14,14,13,12,16,14,16,0,20789,60,294.42783,0,0,0
53984565,30,30,0,10,30,-6,-7,30,-7,-9,-6,30,-6,0,0,0,0,0,0,0,1,0,0,0,0,0,4593.8208,28.445713,10700,20,15,18,18,14,20,19,15,17,18,17,18,16,0,20789,13,594.29077,0,0,1
53994161,30,18,-11,-7,1,16,30,16,-14,30,-10,-10,-5,0,0,0,0,0,0,0,1,0,0,0,0,0,442.51144,0,2700,12,11,11,8,8,10,12,11,14,11,14,10,7,0,20423,23,421.63043,0,0,1
53995503,30,30,21,12,10,7,13,30,21,6,21,3,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1026.0721,220.38358,1500,3,-2,5,1,-2,2,0,1,5,-1,-1,4,-2,0,19328,25,198.01961,0,0,1
53996030,30,30,6,11,7,-5,2,-4,6,5,7,-3,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,545.22144,53,1300,17,17,21,14,17,16,15,14,20,17,17,18,19,0,20058,49,203.52571,0,0,0
54010805,30,30,-24,30,4,30,-27,-5,-20,-21,-13,-7,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,3508.6062,309.64355,7800,24,29,25,26,26,25,31,30,28,24,26,25,27,0,20789,18,745.96387,0,0,1
54015526,30,30,-11,-3,-6,-8,-5,-9,-7,8,30,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,657.91504,0,3100,18,17,17,13,17,16,15,17,19,17,19,19,17,0,19328,32,223.86874,0,0,1
54019500,30,30,0,-14,30,-17,-6,-26,3,30,-14,30,-22,0,0,0,0,1,0,0,0,0,1,0,1,1,2048.5115,294.48642,4000,27,24,23,24,21,26,23,27,23,22,25,25,23,1,19328,15,296.56668,0,21,0
54019824,30,30,-11,30,-7,-9,-12,5,-20,8,-10,-21,-20,0,0,0,1,0,0,0,0,0,0,0,0,0,477.39072,0,6300,18,18,19,18,15,18,16,18,21,15,18,22,21,0,19328,19,280.94211,0,3,0
